smiles,sa_score,sim_source,sim_target,comp_score,path_id
COC(C)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.2138,15.62,24.32,31.62,103923
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(C)O,5.3275,13.40,23.42,29.59,103924
CCC(CC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.1725,15.46,23.01,30.22,108170
COC(C)CC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,5.2503,15.15,21.55,28.60,108171
COC(C)CC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,5.2040,15.46,21.93,29.14,108172
CCOC(C)CC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,5.1410,16.49,22.81,30.54,108174
CC1=C2OC(C)(OC=CC(O)CC(C)OC=O)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,5.3116,14.14,23.89,30.43,108175
COC(C)C(C)C(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,5.3326,13.40,23.42,29.59,108176
CCC(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC,5.2080,15.31,23.89,31.03,103923
COC(C)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC,5.2724,14.85,22.22,29.12,114120
COC(C)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC,5.2278,15.31,22.81,29.94,114122
CCOC(C)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.1672,16.16,23.48,31.04,114123
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(C)OC=O,5.3317,13.86,24.56,30.96,114124
COC(C)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.3474,13.40,23.42,29.59,114125
CCOC(CC)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.1612,16.00,23.28,30.76,114123
CCOC(C)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC,5.2269,15.38,21.49,28.66,124320
CCOC(C)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC,5.1838,15.84,22.03,29.44,124322
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(C)OC(C)=O,5.1357,14.85,26.55,33.46,124323
CCOC(C)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.3174,16.16,22.41,29.96,124324
CCC(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.1277,15.69,26.09,33.42,124323
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(C)OC(C)=O,5.1964,14.15,24.37,30.93,132820
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(C)OC(C)=O,5.1543,14.56,25.00,31.77,132822
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(C)OC(C)=O,5.2821,13.86,25.66,32.07,132823
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(CCO)OC(C)=O,5.1588,13.21,25.64,31.73,124323
CCC(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.1885,14.95,23.97,30.92,139620
CCC(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.1478,15.38,24.58,31.75,139621
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C,5.1385,14.56,27.19,33.96,139622
CCC(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.2963,15.69,26.09,33.40,139623
CCCC(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.1049,14.29,25.64,32.27,139624
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)CO,5.3594,14.15,26.50,33.04,139622
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C,5.1993,13.89,25.00,31.42,146420
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C,5.1595,14.29,25.64,32.27,146421
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C,5.2683,13.59,25.22,31.49,146422
CCC(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.2817,15.24,26.50,33.59,146423
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(C)O,5.4775,14.15,27.59,34.11,146423
CCC(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.3423,14.55,24.39,31.13,153220
CCC(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.3037,14.95,25.00,31.95,153221
CCC(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.3757,15.24,24.37,31.45,153222
CCCC(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.2744,14.95,26.05,33.00,153223
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(C)O,5.5366,13.64,25.62,31.88,146423
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(C)O,5.4988,13.89,26.05,32.44,161720
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C(C)O,5.5667,13.33,24.79,30.90,161721
CCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.4802,14.81,27.97,34.83,161722
CCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.5393,14.29,26.02,32.61,161722
CCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.5026,14.55,26.45,33.17,168520
CCC(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.5552,14.95,23.97,30.89,168521
CCCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.4623,14.68,27.73,34.52,168522
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)CCO,5.5113,13.51,27.50,33.71,168523
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C,5.4792,14.95,27.12,34.05,168524
CCCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.5218,14.16,25.81,32.33,168522
CCCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.4862,14.41,26.23,32.89,175320
CCCCC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.4245,14.29,27.05,33.65,175321
CCCC(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.5399,14.68,24.59,31.38,175322
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)CC(C)O,5.6294,13.76,29.06,35.38,175324
CCC(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.5726,15.60,26.45,33.69,175325
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C,5.5386,14.41,25.20,31.86,168524
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C,5.5026,14.68,25.62,32.41,180420
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C(O)C(C)C,5.5541,13.08,24.37,30.36,180421
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)CO,5.6199,14.55,26.45,33.16,180423
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)CC(C)O,5.6877,13.27,27.05,33.12,175324
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)CC(C)O,5.6528,13.51,27.50,33.69,183820
CCC(O)CC(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.6251,14.41,27.27,33.92,183821
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C(O)CC(C)O,5.6948,13.76,24.79,31.10,183822
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(C)O,5.7346,14.95,27.12,34.02,183824
CCC(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.6320,15.04,24.60,31.56,175325
CCC(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.5970,15.32,25.00,32.10,188070
CCCC(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.5716,15.32,26.02,33.12,188071
CCC(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.6373,14.81,23.77,30.61,188072
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(C)O,5.7928,14.41,25.20,31.83,183824
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(C)O,5.7585,14.68,25.62,32.38,192320
CCC(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.7393,15.45,26.23,33.38,192321
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C(O)C(C)C(C)O,5.7900,13.08,24.37,30.33,192322
CCC(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.7975,14.91,24.41,31.29,192321
CCC(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.7641,15.18,24.80,31.81,199120
C=CCC(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.8147,14.04,25.60,32.04,199121
CCC(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.7967,14.55,23.39,30.08,199122
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C,5.7493,14.68,26.67,33.43,199123
C=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.9298,15.18,26.83,33.83,199123
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C,5.8076,14.16,24.80,31.30,205070
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C,5.7748,14.41,25.20,31.83,205071
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C,5.8081,12.84,23.97,29.81,205072
C=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.9863,14.66,25.00,31.73,199123
C=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.9544,14.91,25.40,32.26,210170
C=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.9811,13.39,24.19,30.29,210171
CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,5.9412,15.18,26.83,33.82,210172
CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,5.9977,14.66,25.00,31.73,210172
CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,5.9666,14.91,25.40,32.26,215270
CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.9943,13.39,24.19,30.29,215271
C=CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,6.0077,14.78,26.19,32.98,215272
C=CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,6.0632,14.29,24.43,30.96,215272
CC=CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC)OC(C)=O,6.0090,14.78,26.19,32.98,220370
C=CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,6.0328,14.53,24.81,31.47,220371
C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,6.0614,13.04,23.62,29.54,220373
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1,7.2608,14.05,46.02,52.32,220370
CC=CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC)OC(C)=O,6.0351,14.53,24.81,31.47,227170
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=CC=O,6.0616,14.78,27.20,33.99,227171
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C,6.0093,15.93,27.42,34.78,227172
CC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,6.0645,13.04,23.62,29.54,227173
CC=CC=CC(C)C(O)C(C)C(O)C(C)C(CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC)OC(C)=O,6.0647,14.29,24.43,30.96,227174
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C(C=C2O)NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(O)=C3C,7.2641,13.22,40.17,46.06,220626
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,7.2496,13.22,57.69,63.58,220370
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(C)=C(O)C4=C3C2=O,7.2555,13.22,50.46,56.34,233120
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1,7.2546,12.40,46.85,52.32,233121
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1,7.3007,14.88,48.21,54.92,233122
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C(C=C2O)NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C3C,7.2528,12.40,50.93,56.40,220626
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(C)=C2O,7.2588,12.50,44.64,50.17,234944
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C(C=C2O)NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(O)=C3C,7.2578,11.57,40.87,45.93,234945
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C(C=C2O)NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(O)=C3C,7.3039,14.05,42.24,48.54,234946
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C,6.0361,15.65,25.98,33.21,235670
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C=O,6.0791,15.38,28.57,35.66,235671
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C,6.0660,14.04,25.60,32.01,235672
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C)=C(O)C4=C3C2=O,7.2467,12.50,63.64,69.16,220370
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,7.2458,11.57,57.28,62.34,238220
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,7.2912,14.05,60.19,66.49,238221
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C)=C2O,7.2499,11.76,56.86,62.02,220626
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C(C=C2O)NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C3C,7.2490,10.74,50.47,55.11,239436
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C(C=C2O)NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C3C,7.2944,13.22,53.27,59.15,239437
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(C)=C(O)C4=C3C2=O,7.2897,14.17,53.27,59.63,233120
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(C=N)=C(O)C4=C3C2=O,7.4175,12.60,51.79,57.34,239921
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1)C(C)=C(O)C4=C3C2=O,7.2383,12.50,51.40,56.93,239922
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1,7.2181,15.00,55.66,62.44,241745
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C)=C(O)C4=C3C2=O,7.2826,13.45,67.01,73.00,220370
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=N)=C(O)C4=C3C2=O,7.4094,11.90,64.71,69.92,242228
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C)=C(O)C4=C3C2=O,7.2320,11.76,63.27,68.42,242229
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,7.2121,14.29,68.04,74.46,244660
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C)=C(O)C4=C3C2=O,7.1924,14.53,76.92,83.47,244660
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NCC(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=N)=C(O)C4=C3C2=O,7.4435,12.80,68.00,73.66,220370
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=N)=C(O)C4=C3C2=O,7.3543,13.82,79.57,85.75,244660
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN)=C(O)C4=C3C2=O,7.3698,13.60,81.72,87.78,244660
CNN=CC1=C(O)C2=C3C(=O)C4(C)OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(O)C2=C(O)C(C)=C3O4,7.4035,14.29,80.00,86.40,244660
CCNN=CC1=C(O)C2=C3C(=O)C4(C)OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(O)C2=C(O)C(C)=C3O4,7.4276,15.75,77.55,84.68,244660
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN(C)C)=C(O)C4=C3C2=O,7.4156,13.39,80.00,85.95,248060
CCN(C)N=CC1=C(O)C2=C3C(=O)C4(C)OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(O)C2=C(O)C(C)=C3O4,7.4908,14.73,76.77,83.38,248060
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN(C)CCN)=C(O)C4=C3C2=O,7.5336,14.39,74.51,80.95,248060
CCN(CC)N=CC1=C(O)C2=C3C(=O)C4(C)OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(O)C2=C(O)C(C)=C3O4,7.5027,14.84,77.55,84.22,251460
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCNCC1)=C(O)C4=C3C2=O,7.4991,12.88,89.25,94.94,251460
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCN(C)CC1)=C(O)C4=C3C2=O,7.4559,12.88,100.00,105.69,251460
CC=C(O)C1=C(O)C(C)=C(OCC)C=C1,3.6008,18.18,9.26,17.99,0
CCC=C(O)C1=C(O)C(C)=C(OCC)C=C1,3.5728,17.72,9.09,17.59,0
CCOC1=C(C)C(O)=C(C(O)=CCC=N)C=C1,4.0349,17.07,8.85,16.98,0
CCOC1=C(C)C(O)=C(C(O)=CCC=NN)C=C1,4.0410,16.47,9.57,17.40,0
