smiles,sa_score,sim_source,sim_target,comp_score,path_id
C=CCNC=C(O)C1=C(O)C(C)=CC=C1,3.9733,15.85,10.91,18.44,13797
CCNC=C(O)C1=C(O)C(C)=C(O)C=C1,3.8999,13.75,9.26,15.74,13798
CCNC=C(O)C1=C(O)C(C)=CC=C1C,3.7585,17.11,11.54,19.72,13799
CC1=C2OCC(=O)C2=C(C)C(CO)=C1O,3.6355,14.10,12.62,19.31,13824
C=CC1=C(O)C(C)=C2OC(C)CC2=C1C,4.2130,9.64,14.56,18.96,3703
C=C(O)C1=C(O)C(C)=C(OCC)C=C1C,3.4737,21.33,9.26,19.58,14229
CCOC1=C(C)C(O)=C2C=CC=CC2=C1,3.4800,18.18,9.26,18.00,14230
CCOC1=C(C)C(O)=C(C=CN)C(C)=C1,3.7994,19.23,11.11,20.35,14231
C=CC1=C(O)C(C)=C(OC(C)O)C=C1C,4.2429,13.75,11.32,17.77,14232
C=CC1=C(O)C(C)=C(OCC)C=C1CO,3.6343,17.50,11.01,19.40,14233
CC1=CC2=C(C)C=C(C)C(O)=C2C(O)=C1,3.5084,18.06,10.89,19.57,4202
CC1=CC2=CC=C(C)C(O)=C2C(O)=C1N,3.7762,14.67,9.71,16.66,14529
CC1=CC=C2C=C(C=N)C=C(O)C2=C1O,4.1621,12.50,11.43,17.26,14530
CC1=CC2=CC(O)=C(C)C(O)=C2C(O)=C1,3.7071,14.86,12.00,19.06,14531
CC1=CC=C2C(O)=C(C)C=C(O)C2=C1O,3.7470,18.31,11.00,19.78,14532
C=C(O)C1=C(O)C(C)=CC(C(=O)CC)=C1,3.6694,21.33,9.26,19.56,3119
CC=CC1=C(O)C(C)=CC(C(=O)CC)=C1,3.6335,21.05,10.19,20.35,14705
CCC(=O)C1=CC(C=CN)=C(O)C(C)=C1,3.8642,19.23,10.09,19.32,14706
C=CC1=C(O)C(C)=CC(C(=O)CC)=C1C,3.5829,16.67,12.38,20.36,14709
CC=C(O)C1=C(O)C(C)=CC(C(C)=O)=C1,3.7574,18.67,11.54,20.50,3455
CC(=O)C1=CC(C=C(C)N)=C(O)C(C)=C1,3.7294,17.11,11.54,19.72,14930
CCC=CC1=C(O)C(C)=CC(C(C)=O)=C1,3.6468,19.48,11.21,20.59,14931
CC=CC1=C(O)C(C)=CC(C(=O)CO)=C1,3.7769,19.48,10.19,19.55,14932
CC(=O)C1=C2C=CC=CC2=C(O)C(C)=C1,3.4635,14.47,12.87,19.76,14935
CC1=CC(C)=C(C)C(C=CNC=O)=C1O,3.9448,16.88,13.59,21.64,15170
CC1=CC(O)=C(C)C(O)=C1C=CNC=O,4.0906,15.38,12.50,19.78,15173
CC1=CC=C(CO)C(C=CNC=O)=C1O,4.0417,16.25,13.21,20.93,15174
COC(C)C(=O)C1=C(C)C=C(O)C(C)=C1,3.9836,16.88,11.43,19.47,15201
C=C(O)C1=C(O)C(C)=CC(C(C)=O)=C1C,3.5791,15.58,11.54,18.97,3460
CC(=O)C1=C(C)C(C=CN)=C(O)C(C)=C1,3.8270,13.75,13.46,19.95,15246
C=CC1=C(O)C(C)=CC(C(=O)CO)=C1C,3.6883,15.19,12.38,19.61,15247
C=CC1=C(O)C(C)=CC(C(C)=O)=C1CO,3.6782,14.81,12.15,19.19,15250
C=CC1=C(C(C)=O)C=C(C)C(O)=C1CO,3.6782,14.81,12.15,19.19,4216
CC=CC1=C(C(C)=O)C=C(C)C(O)=C1C,3.5904,13.92,13.59,20.20,15372
C=CC1=C(C(=O)CO)C=C(C)C(O)=C1C,3.6883,15.00,12.26,19.40,15373
C=CC1=C(C(=O)CC)C=C(C)C(O)=C1C,3.5829,16.46,12.26,20.13,15374
C=CC1=C2C(=O)COC2=C(C)C(O)=C1C,3.7283,12.35,14.56,20.36,15375
C=C(O)C1=C(C(C)=O)C=C(C)C(O)=C1C,3.5791,15.58,11.54,18.97,15376
C=COC1(C)CC2=CC=C(O)C(C)=C2O1,4.6623,11.90,14.15,19.64,16685
COC1(C)CC2=C(C)C=C(O)C(C)=C2O1,4.3640,13.58,15.53,21.89,16686
CC=CC1=C2C(=O)COC2=C(C)C(O)=C1,3.8842,14.63,13.08,20.01,100
C=CC1=C2C(=O)C(O)OC2=C(C)C(O)=C1,4.6172,13.25,13.08,19.25,16776
C=CC1=C2C(=O)C(C)OC2=C(C)C(O)=C1,4.4453,13.25,13.08,19.27,16777
C=C(O)C1=C2C(=O)COC2=C(C)C(O)=C1,3.9255,16.25,11.11,18.84,16778
CCNC=CC1=C(O)C(C)=CC(C)=C1C,3.8035,18.42,12.50,21.33,17250
CCCNC=CC1=C(O)C(C)=CC=C1C,3.6755,17.11,10.48,18.66,17253
C=CCNC=CC1=C(O)C(C)=CC=C1C,3.9848,15.38,10.38,17.67,17254
CCNC=CC1=C(O)C(C)=C(O)C=C1C,3.9493,16.88,11.43,19.48,17255
CCNC=CC1=C(O)C(C)=CC=C1CO,3.9038,16.46,12.26,20.10,17256
C=C(O)C1=C(O)C(C)=CC(CCOC)=C1,3.5670,16.46,10.19,18.06,3619
CC=CC1=C(O)C(C)=CC(CCOC)=C1,3.5344,16.25,12.15,19.92,17293
C=COCCC1=CC(C=C)=C(O)C(C)=C1,3.9416,14.81,11.11,18.12,17294
COCCC1=CC(C=CN)=C(O)C(C)=C1,3.7595,14.63,12.04,18.98,17295
C=CC1=C(O)C(C)=CC(CC(C)OC)=C1,4.2107,16.05,12.04,19.64,17296
C=CC1=C(O)C(C)=CC(CCOC)=C1C,3.5649,14.81,12.15,19.20,17298
CCC(NC)=C(O)C1=C(O)C(C)=CC=C1,3.7826,19.74,10.28,19.77,4185
CCC(=CC1=C(O)C(C)=CC(C)=C1)NC,3.6763,19.74,9.26,18.76,17397
CNC(=CC1=C(O)C(C)=CC=C1)CC=N,4.2316,16.05,12.04,19.64,17400
CCC(=CC1=C(O)C(C)=C(O)C=C1)NC,3.8979,13.75,8.26,14.74,17401
CNC1=CC2=C(O)C(C)=CC=C2C=C1C,3.7996,14.29,8.49,15.25,17402
CNC(C)=C(O)C1=C(O)C(C)=CC(C)=C1,3.5904,19.18,9.62,18.85,3803
CNC(C)=C(O)C1=C(O)C(C)=C(O)C=C1,3.8114,12.82,8.49,14.52,17436
CNC1=C(O)C2=C(O)C(C)=CC=C2C=C1,3.8800,12.99,9.62,15.72,17437
C=CC1=C2CC(OC)OC2=C(C)C(O)=C1,4.5467,12.94,12.84,18.86,17508
C=COC1CC2=C(C)C=C(O)C(C)=C2O1,4.5905,14.46,11.93,18.70,17509
COC1CC2=C(CO)C=C(O)C(C)=C2O1,4.3857,13.10,11.93,18.04,17511
C=C(O)C1=C(O)C(C)=CC(C(=O)CO)=C1,3.8165,19.74,9.26,18.75,3179
CC1=CC(C(=O)CO)=CC(C=CN)=C1O,4.0076,17.72,10.09,18.55,17749
C=CC1=C(C(=O)COC)C=C(C)C(O)=C1,3.7966,16.05,11.01,18.65,3256
COCC(=O)C1=C(CO)C=C(O)C(C)=C1,3.6316,15.00,10.19,17.32,18021
CC1=CC(C=O)=CC(C=CNC=O)=C1O,4.2126,13.92,10.38,16.92,18138
CCC1=CC(C=CNC=O)=C(O)C(C)=C1,4.0155,16.25,12.15,19.87,18141
CC1=CC(C=CNC=O)=C(O)C(C)=C1O,3.9993,14.10,11.54,18.19,18142
COC(C)CC1=CC(CO)=C(O)C(C)=C1,4.0457,15.00,10.19,17.28,3621
C=COC(C)CC1=CC(C)=C(O)C(C)=C1,4.2259,16.25,11.11,18.81,18176
COC(C)CC1=C(C)C(C)=C(O)C(C)=C1,3.9143,15.58,10.48,17.88,18178
CC(=O)C1=CC(C(O)=CN)=C(O)C(C)=C1,3.8850,18.18,11.32,20.02,18264
CNC=CC1=C(O)C(C)=CC(C(C)=O)=C1,3.9393,18.18,11.32,20.02,18565
CC1=C(O)C(C)=C2OCC(=O)C2=C1CO,3.6052,13.92,12.50,19.10,18808
C=COC1(C)OC2=C(C)C(O)=CC=C2C1=O,4.6176,15.85,17.31,24.77,11291
COC1(C)OC2=C(C)C(O)=CC(C)=C2C1=O,4.3002,13.58,19.00,25.36,18979
COC1(C)OC2=C(C)C(O)=C(C)C=C2C1=O,4.2862,16.46,19.00,26.80,18980
CC(=O)NC=C(O)C1=C(O)C(C)=CC(C)=C1,3.6032,19.48,13.33,22.71,3452
CC(=O)NC(C)=C(O)C1=C(O)C(C)=CC=C1,3.5267,19.48,13.33,22.72,19249
CCC(=O)NC=C(O)C1=C(O)C(C)=CC=C1,3.6832,20.00,13.89,23.52,19250
C=CC(=O)NC=C(O)C1=C(O)C(C)=CC=C1,3.9022,18.52,13.89,22.76,19251
CC(=O)NC=C(O)C1=C(O)C(C)=C(O)C=C1,3.8084,13.58,12.26,18.67,19252
CC(=O)NC=C(O)C1=C(O)C(C)=CC=C1C,3.6737,16.88,14.71,22.78,19253
C=COCC(=O)C1=CC(CO)=C(O)C(C)=C1,3.8898,20.00,10.81,20.42,11158
C=COCC(=O)C1=CC(C=C)=C(O)C(C)=C1,4.0433,21.79,10.91,21.40,19309
CC=COCC(=O)C1=CC(C)=C(O)C(C)=C1,3.8743,22.08,12.04,22.69,19310
C=COC(C)C(=O)C1=CC(C)=C(O)C(C)=C1,4.2386,21.05,12.26,22.37,19311
C=COC1OC2=C(C)C(O)=C(C)C=C2C1=O,4.5550,15.85,14.02,21.49,19312
C=COCC(=O)C1=C(C)C(C)=C(O)C(C)=C1,3.6987,17.72,12.15,20.64,19313
COC1(C)CC2=CC(CO)=C(O)C(C)=C2O1,4.4756,14.29,14.95,21.65,11502
C=CC1=C(O)C(C)=C2OC(C)(OC)CC2=C1,4.6291,14.12,15.89,22.48,19455
C=COC1(C)CC2=CC(C)=C(O)C(C)=C2O1,4.6602,14.46,16.19,22.95,19456
COC1(C)CC2=C(C)C(C)=C(O)C(C)=C2O1,4.1953,11.25,16.00,21.21,19457
COC1OC2=C(C)C(O)=C(CO)C=C2C1=O,4.4075,17.07,14.95,23.05,11160
C=CC1=C(O)C(C)=C2OC(OC)C(=O)C2=C1,4.5610,16.87,15.89,23.87,20182
COC1OC2=C(C)C(O)=C(C)C(C)=C2C1=O,4.1509,12.66,16.00,21.91,20185
CC1=C2OC(C)(O)C(=O)C2=CC(CO)=C1O,4.4244,16.05,15.24,22.82,11380
C=CC1=C(O)C(C)=C2OC(C)(O)C(=O)C2=C1,4.5815,15.85,16.19,23.66,21022
CC1=C(O)C(C)=C2OC(C)(O)C(=O)C2=C1C,4.1223,11.54,17.53,22.88,21024
COC(C)C(=O)C1=CC(CO)=C(O)C(C)=C1,4.0270,19.23,11.11,20.32,11159
C=CC1=C(O)C(C)=CC(C(=O)C(C)OC)=C1,4.1842,18.99,12.04,21.11,22252
COC(C)C(=O)C1=C(C)C(C)=C(O)C(C)=C1,3.8245,16.88,12.50,20.56,22255
CC1=CC(C(O)=C(C)NC=O)=C(O)C(C)=C1,3.7967,19.48,12.26,21.62,3451
CCC(NC=O)=C(O)C1=C(O)C(C)=CC=C1,3.9238,20.00,12.84,22.45,22672
CC(NC=O)=C(O)C1=C(O)C(C)=C(O)C=C1,4.0019,13.58,11.21,17.60,22674
CC1=CC=C2C=CC(NC=O)=C(O)C2=C1O,3.9338,13.58,12.26,18.66,22675
CC(=O)NC(C)=CC1=C(O)C(C)=CC(C)=C1,3.4779,18.18,12.38,21.12,22768
CCC(=CC1=C(O)C(C)=CC=C1)NC(C)=O,3.5863,20.00,13.89,23.53,22769
CCC(=O)NC(C)=CC1=C(O)C(C)=CC=C1,3.4361,18.52,13.89,22.80,22770
C=CC(=O)NC(C)=CC1=C(O)C(C)=CC=C1,3.6873,17.07,13.89,22.06,22771
CC(=O)NC(C)=CC1=C(O)C(C)=C(O)C=C1,3.6889,12.35,11.32,17.12,22772
CC(=O)NC1=CC2=C(O)C(C)=CC=C2C=C1,3.3329,16.46,11.21,19.11,22773
CCC(=O)NC=CC1=C(O)C(C)=CC(C)=C1,3.5611,20.78,11.11,21.14,22828
C=C(C)C(=O)NC=CC1=C(O)C(C)=CC=C1,3.7292,15.85,14.02,21.57,22830
CCC(=O)NC=CC1=C(O)C(C)=C(O)C=C1,3.7673,16.05,11.01,18.66,22831
CCC(=O)NC=CC1=C(O)C(C)=CC=C1C,3.6435,19.74,12.38,21.89,22832
CC(=O)NC=CC1=C(O)C(C)=CC(C)=C1C,3.6090,18.18,14.56,23.29,22838
C=CC(=O)NC=CC1=C(O)C(C)=CC=C1C,3.8312,18.18,12.38,21.09,22841
CC(=O)NC=CC1=C(O)C(C)=C(O)C=C1C,3.7479,16.67,13.46,21.42,22842
CC(=O)NC=CC1=C(O)C(C)=CC=C1CO,3.7098,17.50,14.15,22.53,22843
CCC(=CC1=C(O)C(C)=CC(C)=C1)NC=O,3.8684,20.51,11.01,20.88,22922
CC1=CC=CC(C=C(CC=N)NC=O)=C1O,4.3821,16.67,13.64,21.53,22923
CCC(=CC1=C(O)C(C)=C(O)C=C1)NC=O,4.0745,14.63,10.00,16.91,22925
CC1=CC2=CC=C(C)C(O)=C2C=C1NC=O,3.9053,15.00,11.21,18.32,22926
C=C(O)C1=C(O)C(C)=CC(C(=O)COC)=C1,3.6839,20.51,11.01,20.90,11157
CC=CC1=C(O)C(C)=CC(C(=O)COC)=C1,3.6508,20.25,11.93,21.69,22972
COCC(=O)C1=CC(C=CN)=C(O)C(C)=C1,3.8654,18.52,11.82,20.69,22974
C=CC1=C(O)C(C)=CC(C(=O)COC)=C1C,3.5649,16.05,14.15,21.82,22977
C=CC1=C2C(=O)C(C)(O)OC2=C(C)C(O)=C1,4.5437,13.10,16.19,22.28,11379
CC1=C2OC(C)(O)C(=O)C2=C(CO)C=C1O,4.3866,13.25,15.24,21.43,23477
C=CC1=C2CC(C)(OC)OC2=C(C)C(O)=C1,4.6488,12.79,14.81,20.75,23656
C=COC1(C)CC2=C(C)C=C(O)C(C)=C2O1,4.6604,13.10,15.09,21.18,23657
COC1(C)CC2=C(CO)C=C(O)C(C)=C2O1,4.4952,13.10,14.02,20.12,23658
C=C(O)C1=C(O)C(C)=C2OC(C)C(=O)C2=C1,4.3895,16.05,13.08,20.67,11770
CC=CC1=C(O)C(C)=C2OC(C)C(=O)C2=C1,4.3496,15.85,14.02,21.51,23968
CC1=C2OC(C)C(=O)C2=CC(C=CN)=C1O,4.5642,14.29,13.89,20.58,23969
C=CC1=C(O)C(C)=C2OC(C)C(=O)C2=C1C,4.2313,10.84,15.53,20.53,23971
C=C(O)C1=C(O)C(C)=C2OC(O)C(=O)C2=C1,4.5532,16.05,13.08,20.65,11769
CC=CC1=C(O)C(C)=C2OC(O)C(=O)C2=C1,4.5096,15.85,14.02,21.49,25120
CC1=C2OC(O)C(=O)C2=CC(C=CN)=C1O,4.7242,14.29,13.89,20.56,25121
C=CC1=C(O)C(C)=C2OC(O)C(=O)C2=C1C,4.3951,10.84,15.53,20.52,25124
COC1(C)OC2=C(C)C(O)=C(CO)C=C2C1=O,4.4231,16.87,18.10,26.09,18980
C=CC1=C(O)C(C)=C2OC(C)(OC)C(=O)C2=C1,4.5698,16.67,19.05,26.92,25355
C=COC1(C)OC2=C(C)C(O)=C(C)C=C2C1=O,4.5612,15.85,18.45,25.92,25356
COC1(C)OC2=C(C)C(O)=C(C)C(C)=C2C1=O,4.1409,12.50,20.62,26.45,25357
C=CC1=C2C(=O)C(C)(OC)OC2=C(C)C(O)=C1,4.5345,13.95,19.05,25.57,18979
C=COC1(C)OC2=C(C)C(O)=CC(C)=C2C1=O,4.5743,13.10,18.45,24.54,28481
COC1(C)OC2=C(C)C(O)=CC(CO)=C2C1=O,4.3878,14.12,18.10,24.72,28482
CC=COC1(C)OC2=C(C)C(O)=CC=C2C1=O,4.6314,15.66,17.14,24.51,11291
C=C(O)C1=C(O)C(C)=C2OC(OC)C(=O)C2=C1,4.5080,16.87,14.81,22.80,20182
CC=CC1=C(O)C(C)=C2OC(OC)C(=O)C2=C1,4.4688,16.67,15.74,23.63,29570
C=COC1OC2=C(C)C(O)=C(C=C)C=C2C1=O,4.8155,16.67,13.64,21.49,29571
COC1OC2=C(C)C(O)=C(C=CN)C=C2C1=O,4.6694,15.12,15.60,22.69,29572
C=CC1=C(O)C(C)=C2OC(OC)C(=O)C2=C1C,4.3604,11.76,17.31,22.75,29574
C=C(O)C1=C(O)C(C)=C2OC(C)(OC)C(=O)C2=C1,4.5213,16.67,17.92,25.81,25355
CC=CC1=C(O)C(C)=C2OC(C)(OC)C(=O)C2=C1,4.4840,16.47,18.87,26.65,30820
C=COC1(C)OC2=C(C)C(O)=C(C=C)C=C2C1=O,4.8136,16.67,17.92,25.78,30821
COC1(C)OC2=C(C)C(O)=C(C=CN)C=C2C1=O,4.6762,14.94,18.69,25.70,30822
C=CC1=C(O)C(C)=C2OC(C)(OC)C(=O)C2=C1C,4.3454,11.63,21.78,27.16,30823
COC1(C)OC2=C(C)C(O)=C(CO)C(C)=C2C1=O,4.2407,13.10,19.61,25.73,25357
C=CC1=C2C(=O)C(C)(OC)OC2=C(C)C(O)=C1C,4.3197,11.63,21.78,27.16,35989
C=COC1(C)OC2=C(C)C(O)=C(C)C(C)=C2C1=O,4.4168,13.25,21.00,27.18,35990
COC1(C)OC2=C(C)C(O)=C(C)C(CO)=C2C1=O,4.2150,13.10,19.61,25.73,35991
C=COC1(C)OC2=C(C)C(O)=C(CO)C(C)=C2C1=O,4.4976,13.79,20.00,26.45,35990
C=COC1(C)OC2=C(C)C(O)=C(C=C)C(C)=C2C1=O,4.5961,12.79,21.57,27.50,37620
CC=COC1(C)OC2=C(C)C(O)=C(C)C(C)=C2C1=O,4.4476,13.10,20.79,26.89,37621
C=COC1(C)OC2=C(C)C(O)=C(C)C(C=C)=C2C1=O,4.5719,12.79,21.57,27.51,37622
C=COC1(C)OC2=C(C)C(O)=C(C)C(CO)=C2C1=O,4.4735,13.79,20.00,26.45,37623
C=CC1=C2C(=O)C(C)(OC)OC2=C(C)C(O)=C1CO,4.4064,12.22,20.75,26.43,35989
COC1(C)OC2=C(C)C(O)=C3C=CC=CC3=C2C1=O,4.2292,12.94,23.00,29.05,39252
CC=CC1=C2C(=O)C(C)(OC)OC2=C(C)C(O)=C1C,4.3137,11.49,21.57,26.88,39254
C=C(O)C1=C2C(=O)C(C)(OC)OC2=C(C)C(O)=C1C,4.3090,12.94,19.42,25.46,39255
C=C(O)C1=C(O)C(C)=C2OC(C)(OC)C(=O)C2=C1C,4.3005,12.94,19.42,25.46,30823
COC1(C)OC2=C(C)C(O)=C(C=CN)C(C)=C2C1=O,4.5224,11.36,21.36,26.59,40886
C=CC1=C(O)C(C)=C2OC(C)(OC)C(=O)C2=C1CO,4.4064,12.36,20.95,26.69,40887
COC1(C)OC2=C(C)C(O)=C3C(O)=CC=CC3=C2C1=O,4.3200,13.79,23.53,29.99,39252
COC1(C)OC2=C(C)C(O)=C3C=C(N)C=CC3=C2C1=O,4.3728,13.48,19.63,25.93,44420
COC1(C)OC2=C(C)C(O)=C3C=CC(C)=CC3=C2C1=O,4.2375,15.12,22.33,29.46,44421
C=COC1(C)OC2=C(C)C(O)=C3C=CC=CC3=C2C1=O,4.4678,12.50,22.33,28.13,44422
COC1(C)OC2=C(C)C(O)=C3C=CC=C(O)C3=C2C1=O,4.3200,13.79,23.53,29.99,44423
C=COC1(C)OC2=C(C)C(O)=C(CO)C(C=C)=C2C1=O,4.6429,13.33,20.56,26.76,37622
C=CC1=C2C(=O)C(C)(OC=CC)OC2=C(C)C(O)=C1C,4.5957,12.36,20.95,26.67,49589
C=COC1(C)OC2=C(C)C(O)=C(C)C(C=CC)=C2C1=O,4.5554,12.36,20.95,26.68,49590
C=COC1(C)OC2=C(C)C(O)=C(C)C(C(=C)O)=C2C1=O,4.5551,13.79,20.00,26.44,49591
COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=CC3=C2C1=O,4.3202,16.47,22.33,30.13,39252
COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=CC3=C2C1=O,4.4818,12.36,20.95,26.68,51220
C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=CC3=C2C1=O,4.5482,13.33,22.86,29.07,51221
COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.4589,14.46,25.77,32.56,51222
COC1(C)OC2=C(C)C(O)=C3C=CC(C)=C(O)C3=C2C1=O,4.4022,12.79,21.57,27.52,51223
COC1(C)OC2=C(C)C(O)=C3C=C(N)C=C(O)C3=C2C1=O,4.4605,13.48,20.75,27.05,51224
C=COC1(C)OC2=C(C)C(O)=C3C=CC=C(O)C3=C2C1=O,4.5482,13.33,22.86,29.07,51225
COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.4656,14.12,24.00,30.61,51222
COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,4.5295,13.64,23.30,29.67,56320
C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.6750,13.95,25.00,31.51,56321
CC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.6995,13.79,24.75,31.18,56321
C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.6769,13.64,23.30,29.65,59720
C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,4.7377,13.19,22.64,28.76,59721
CC1=C2OC(C)(OC=CCO)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,4.7395,14.61,24.04,30.87,56321
CC=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,4.7610,13.04,22.43,28.48,63120
CC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.7031,13.48,23.08,29.35,63121
CCC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.6552,15.91,24.04,31.53,63122
CC1=C2OC(C)(OC=CC(C)O)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,4.9719,14.44,23.81,30.53,63122
CCC=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,4.7177,15.05,21.82,28.87,68220
CCC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.6624,15.56,22.43,29.74,68221
CCCC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.5842,15.56,23.58,30.90,68222
CCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.9717,15.22,24.30,31.41,68222
CCCC=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,4.6485,14.74,21.43,28.33,75020
CCCC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.5956,15.22,22.02,29.17,75021
CCCCC=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.4970,16.67,23.36,31.25,75022
CC1=C2OC(C)(OC=CCCCO)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,4.5810,15.38,23.36,30.60,75023
CC1=C2OC(C)(OC=CCC(C)C)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,4.6289,15.38,23.36,30.59,75024
CCC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.0261,14.89,23.85,30.80,68222
CCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,5.0322,14.58,22.32,29.11,81820
CCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.9807,14.89,22.73,29.68,81821
CCCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.9046,14.89,23.85,30.81,81822
CC1=C2OC(C)(OC=CC(O)CCO)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,4.9664,13.68,23.85,30.20,81823
CC1=C2OC(C)(OC=CC(O)C(C)C)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,4.9413,14.13,23.36,29.94,81824
CCCC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,4.9527,14.58,23.42,30.22,81822
CCCCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,4.8153,14.58,23.42,30.23,88620
CCCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O,4.9667,14.29,21.93,28.58,88621
CCCC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O,4.9173,14.58,22.32,29.12,88622
CC1=C2OC(C)(OC=CC(O)CC(C)O)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,5.1534,14.89,25.00,31.93,88624
CCC(C)C(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,5.0978,15.96,22.52,29.99,88625
CCC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)OC,5.0850,14.14,21.74,28.30,68222
CCC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)OC,5.0356,14.58,22.32,29.11,93720
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CCO,5.0135,13.40,23.42,29.62,93722
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)C,4.9494,13.83,24.07,30.49,93723
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)CC(C)O,5.2021,14.43,25.45,32.15,88624
CCC(O)CC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,5.1080,14.58,23.42,30.20,96270
CC1=C2OC(C)(OC=CC(O)CC(C)O)C(=O)C2=C2C(O)=CC(N)=C(O)C2=C1O,5.2137,14.29,23.01,29.63,96271
CC1=C(O)C2=C3C(=O)C(C)(OC=CC(O)CC(C)O)OC3=C(C)C(O)=C2C(O)=C1,5.1656,14.58,23.42,30.20,96272
COC(C)CC(O)C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O,5.1910,15.79,23.42,30.80,96274
CC1=C2OC(C)(OC=CC(O)C(C)C(C)O)C(=O)C2=C2C(O)=CC=C(O)C2=C1O,5.3140,13.83,22.94,29.32,96275
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)C(C)C,5.0105,13.13,21.93,27.99,93723
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)C(C)C,4.9624,13.54,22.52,28.80,101370
CCC(C)C(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.1456,15.62,23.21,30.51,101371
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)C(C)CO,5.2086,14.43,23.21,29.91,101372
CCC(O)CC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC=C(O)C3=C2C1=O)OC,5.1874,14.14,23.89,30.45,88624
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=C(N)C=C(O)C3=C2C1=O)CC(C)O,5.2611,13.86,23.48,29.88,103920
COC(C=COC1(C)OC2=C(C)C(O)=C3C(O)=CC(C)=C(O)C3=C2C1=O)CC(C)O,5.2148,14.14,23.89,30.44,103922
